,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,id,Race
3419,Bachelors,2013,Pune,3,38.0,Male,No,2,3419,white
1931,Bachelors,2015,Bangalore,3,26.0,Male,No,3,1931,white
1824,Masters,2017,New Delhi,1,25.0,Female,No,2,1824,black
2980,Bachelors,2018,New Delhi,3,31.0,Female,Yes,3,2980,white
4457,Bachelors,2016,Bangalore,3,35.0,Male,No,0,4457,white
3071,Bachelors,2016,Bangalore,3,40.0,Male,No,0,3071,white
2753,Bachelors,2016,Bangalore,3,28.0,Female,No,5,2753,white
3663,Bachelors,2017,New Delhi,3,39.0,Female,No,4,3663,white
3188,Bachelors,2015,New Delhi,3,42.0,Male,No,2,3188,white
4491,Bachelors,2015,Bangalore,3,24.0,Male,No,0,4491,black
1949,Masters,2015,New Delhi,2,28.0,Female,No,5,1949,black
3329,Bachelors,2017,Bangalore,3,33.0,Male,No,5,3329,white
379,Bachelors,2014,Bangalore,3,25.0,Male,No,2,379,white
535,Masters,2017,New Delhi,2,26.0,Male,Yes,3,535,white
1761,Bachelors,2013,Bangalore,2,25.0,Female,No,2,1761,black
1574,Bachelors,2017,Bangalore,3,29.0,Male,No,3,1574,white
1840,Masters,2017,New Delhi,2,28.0,Male,No,4,1840,white
351,Bachelors,2016,Bangalore,3,26.0,Male,No,3,351,white
293,Bachelors,2012,New Delhi,3,29.0,Female,No,5,293,white
3906,Bachelors,2014,Pune,2,40.0,Female,No,3,3906,white
2073,Masters,2017,Pune,2,31.0,Female,No,2,2073,white
4211,Bachelors,2017,Pune,3,25.0,Male,No,1,4211,black
1168,Bachelors,2018,Bangalore,3,26.0,Male,No,3,1168,black
2932,Bachelors,2012,Bangalore,3,30.0,Male,No,2,2932,white
1115,Bachelors,2015,Bangalore,3,29.0,Female,No,3,1115,white
4120,Bachelors,2015,Bangalore,3,31.0,Male,No,0,4120,white
3070,Bachelors,2014,Bangalore,3,42.0,Female,No,4,3070,white
2071,Bachelors,2012,Bangalore,3,29.0,Male,No,5,2071,white
3662,Bachelors,2013,Bangalore,3,36.0,Male,No,5,3662,white
4415,Bachelors,2016,Bangalore,3,33.0,Male,No,5,4415,white
1227,Bachelors,2017,Bangalore,3,29.0,Male,No,5,1227,black
2803,Bachelors,2012,Pune,3,31.0,Male,No,5,2803,white
90,Bachelors,2018,Bangalore,3,31.0,Male,No,0,90,white
959,Bachelors,2015,Bangalore,3,28.0,Male,No,4,959,black
3206,Masters,2014,Bangalore,3,37.0,Female,No,2,3206,white
3065,Bachelors,2016,Pune,3,34.0,Male,No,3,3065,white
2571,Masters,2013,New Delhi,3,31.0,Male,No,2,2571,yellow
0,Bachelors,2017,Bangalore,3,,,No,0,0,white
1645,Bachelors,2016,Bangalore,1,26.0,Male,No,2,1645,black
3497,Bachelors,2017,Pune,3,38.0,Female,No,5,3497,white
682,Bachelors,2012,Pune,3,27.0,Male,No,3,682,white
4154,PHD,2016,New Delhi,3,23.0,Male,No,0,4154,white
381,Bachelors,2015,Pune,2,27.0,Female,No,3,381,white
1943,PHD,2013,Bangalore,2,26.0,Male,No,3,1943,black
2101,PHD,2017,Pune,3,30.0,Male,No,1,2101,white
1491,Bachelors,2015,New Delhi,2,29.0,Female,Yes,5,1491,white
3848,PHD,2016,New Delhi,3,36.0,Male,No,1,3848,white
1251,Bachelors,2014,New Delhi,3,27.0,Male,No,4,1251,white
626,Bachelors,2014,Pune,3,29.0,Male,No,5,626,black
915,Bachelors,2014,Bangalore,3,27.0,Male,No,4,915,white
704,Bachelors,2017,Bangalore,3,28.0,Female,No,4,704,white
4479,Bachelors,2012,Bangalore,3,27.0,Male,No,4,4479,white
618,Bachelors,2016,Bangalore,3,27.0,Male,No,4,618,white
3890,Bachelors,2017,Bangalore,3,42.0,Male,No,5,3890,white
1644,Masters,2017,New Delhi,2,30.0,Female,No,2,1644,black
2645,Bachelors,2014,New Delhi,3,28.0,Female,No,5,2645,white
1509,Bachelors,2013,Bangalore,3,29.0,Male,No,5,1509,white
1421,Bachelors,2017,Bangalore,1,27.0,Male,No,3,1421,white
319,Bachelors,2016,Bangalore,3,28.0,Male,No,5,319,white
223,Bachelors,2013,Bangalore,3,28.0,Male,No,5,223,black
4305,Bachelors,2015,Pune,3,23.0,Male,No,0,4305,white
3061,Bachelors,2017,New Delhi,2,32.0,Female,No,0,3061,black
213,Masters,2017,Pune,3,29.0,Male,No,1,213,white
4080,Masters,2013,Pune,3,23.0,Female,Yes,0,4080,white
572,Bachelors,2013,Bangalore,3,30.0,Male,Yes,3,572,white
4550,PHD,2014,Bangalore,3,24.0,Male,No,1,4550,white
3592,Bachelors,2014,Bangalore,3,33.0,Male,No,3,3592,white
2250,Bachelors,2012,New Delhi,3,31.0,Male,No,1,2250,yellow
77,Bachelors,2017,Bangalore,3,24.0,Female,No,1,77,white
4103,Bachelors,2012,New Delhi,3,29.0,Female,No,1,4103,white
1024,Bachelors,2014,New Delhi,3,29.0,Female,Yes,5,1024,black
1412,Bachelors,2017,New Delhi,3,27.0,Female,No,3,1412,white
3826,Bachelors,2017,Bangalore,3,34.0,Male,No,4,3826,white
439,Masters,2017,Pune,2,28.0,Male,No,5,439,white
3924,Bachelors,2015,Bangalore,1,37.0,Female,No,2,3924,white
2222,Bachelors,2016,Bangalore,3,32.0,Female,Yes,2,2222,white
2684,Bachelors,2013,New Delhi,3,30.0,Female,No,2,2684,black
3505,Bachelors,2015,Bangalore,3,40.0,Male,No,5,3505,black
342,Bachelors,2012,Pune,3,25.0,Female,No,2,342,white
1032,Bachelors,2017,New Delhi,2,29.0,Female,No,5,1032,black
474,Bachelors,2015,Pune,2,30.0,Female,No,1,474,black
3623,Bachelors,2014,Bangalore,3,43.0,Male,No,5,3623,white
2300,Masters,2014,Bangalore,3,30.0,Male,No,1,2300,white
2345,Masters,2018,New Delhi,3,28.0,Male,Yes,4,2345,black
2593,PHD,2012,New Delhi,3,30.0,Male,No,5,2593,black
2591,Bachelors,2015,Pune,3,32.0,Female,No,0,2591,white
1301,Masters,2015,New Delhi,3,26.0,Male,No,3,1301,white
4308,Bachelors,2015,Bangalore,3,25.0,Male,Yes,1,4308,white
3394,Bachelors,2013,Bangalore,3,43.0,Male,No,2,3394,white
2642,Bachelors,2013,Bangalore,3,30.0,Male,No,5,2642,black
1858,Bachelors,2018,Bangalore,3,27.0,Male,No,3,1858,black
4438,Bachelors,2014,Bangalore,3,37.0,Female,No,3,4438,white
2860,Bachelors,2018,Pune,3,29.0,Male,No,5,2860,white
490,PHD,2015,New Delhi,2,29.0,Female,No,1,490,white
222,Bachelors,2018,Bangalore,3,30.0,Female,No,2,222,white
3680,Bachelors,2016,Bangalore,3,42.0,Male,No,2,3680,white
4112,Bachelors,2018,Bangalore,3,25.0,Male,No,1,4112,white
2368,Bachelors,2017,New Delhi,2,29.0,Female,No,1,2368,white
373,Masters,2018,Bangalore,3,26.0,Male,Yes,3,373,white
2981,PHD,2013,New Delhi,3,32.0,Male,No,5,2981,white
2442,Bachelors,2013,Bangalore,3,31.0,Male,Yes,1,2442,white
931,Bachelors,2012,Pune,2,28.0,Female,No,5,931,white
1920,Bachelors,2014,Pune,2,29.0,Female,No,1,1920,white
685,Bachelors,2016,New Delhi,3,30.0,Female,No,2,685,white
3368,Bachelors,2017,Bangalore,3,42.0,Female,No,4,3368,white
2836,Masters,2016,Pune,3,30.0,Male,No,4,2836,red
4447,Bachelors,2014,Bangalore,3,34.0,Male,No,3,4447,black
254,Masters,2018,New Delhi,3,26.0,Female,Yes,2,254,black
4047,Bachelors,2013,Bangalore,3,31.0,Female,No,5,4047,black
3900,Bachelors,2016,Bangalore,3,40.0,Female,No,3,3900,white
4572,Bachelors,2014,Pune,1,24.0,Female,No,0,4572,white
1874,Bachelors,2015,Bangalore,3,26.0,Female,No,3,1874,white
2481,Bachelors,2016,Bangalore,3,28.0,Male,No,5,2481,white
4243,Bachelors,2017,Bangalore,2,27.0,Female,No,3,4243,white
2456,Bachelors,2016,Bangalore,3,28.0,Male,No,4,2456,black
4345,Bachelors,2015,Pune,2,35.0,Female,No,2,4345,black
2405,Masters,2015,Bangalore,3,27.0,Male,No,4,2405,black
1222,Bachelors,2018,Pune,3,27.0,Female,No,4,1222,yellow
4255,Bachelors,2012,New Delhi,3,23.0,Female,No,0,4255,white
2749,Bachelors,2017,Pune,2,28.0,Female,No,4,2749,red
3731,Bachelors,2015,Bangalore,3,40.0,Male,No,2,3731,white
295,Bachelors,2015,Bangalore,3,27.0,Female,Yes,4,295,white
709,Masters,2013,Bangalore,3,28.0,Male,No,5,709,black
2770,Masters,2012,Pune,3,29.0,Male,Yes,5,2770,black
2059,Masters,2017,New Delhi,2,32.0,Male,No,2,2059,white
640,Bachelors,2018,Bangalore,3,27.0,Male,No,4,640,black
4257,Bachelors,2013,Pune,3,26.0,Male,No,2,4257,white
1867,Bachelors,2013,Pune,2,27.0,Male,Yes,4,1867,black
1333,Masters,2015,New Delhi,3,29.0,Female,No,5,1333,white
3922,Bachelors,2012,New Delhi,2,39.0,Female,No,1,3922,white
2491,Bachelors,2014,Pune,3,30.0,Male,No,4,2491,white
3495,Masters,2017,New Delhi,2,38.0,Male,No,3,3495,white
2329,Bachelors,2013,Bangalore,3,29.0,Male,Yes,5,2329,white
1736,Bachelors,2013,Bangalore,1,25.0,Female,No,2,1736,white
3084,Bachelors,2012,Pune,3,32.0,Male,No,5,3084,white
2994,Bachelors,2013,Pune,1,40.0,Female,No,0,2994,white
4361,Bachelors,2014,Bangalore,3,40.0,Male,Yes,5,4361,white
1838,PHD,2014,Pune,3,26.0,Male,No,2,1838,black
2970,Masters,2012,Bangalore,3,27.0,Female,No,4,2970,white
2666,Bachelors,2013,Pune,3,28.0,Male,No,5,2666,white
2196,Bachelors,2014,Bangalore,1,31.0,Male,No,2,2196,white
2445,Bachelors,2014,Bangalore,3,32.0,Female,No,1,2445,black
2007,Bachelors,2017,Pune,3,28.0,Male,No,4,2007,white
4005,Masters,2014,New Delhi,3,29.0,Male,Yes,2,4005,white
3889,Bachelors,2017,Pune,3,32.0,Female,No,0,3889,white
1942,Bachelors,2014,Bangalore,3,26.0,Male,No,3,1942,white
1351,Masters,2014,Pune,3,29.0,Male,No,5,1351,white
2767,Bachelors,2015,Pune,2,32.0,Female,No,1,2767,white
1510,Masters,2013,Bangalore,3,28.0,Female,No,4,1510,white
1601,Bachelors,2013,New Delhi,3,28.0,Female,No,5,1601,white
189,Bachelors,2013,Bangalore,2,29.0,Male,No,5,189,white
3728,Bachelors,2015,Pune,2,41.0,Female,No,5,3728,white
3594,Bachelors,2017,Bangalore,3,42.0,Female,No,5,3594,white
4180,Bachelors,2016,Pune,3,39.0,Male,Yes,0,4180,white
1372,Bachelors,2013,Pune,3,28.0,Male,No,5,1372,black
1295,Bachelors,2015,Pune,2,25.0,Female,Yes,2,1295,black
2485,Bachelors,2014,Pune,3,29.0,Male,No,1,2485,white
2703,Bachelors,2015,Bangalore,3,30.0,Female,No,0,2703,white
2674,Masters,2012,Pune,3,31.0,Male,No,4,2674,black
555,Bachelors,2017,Bangalore,3,29.0,Male,No,5,555,white
4031,Masters,2017,Bangalore,3,40.0,Male,No,2,4031,white
4437,Bachelors,2013,Bangalore,3,41.0,Male,No,5,4437,black
1110,Bachelors,2014,Pune,3,25.0,Female,No,2,1110,white
1188,Bachelors,2014,Pune,3,29.0,Female,No,5,1188,black
1891,Bachelors,2016,Bangalore,3,28.0,Female,No,5,1891,white
3719,Bachelors,2015,Pune,2,37.0,Female,No,0,3719,white
1120,Bachelors,2016,New Delhi,3,25.0,Female,No,2,1120,white
3192,Bachelors,2014,Pune,3,35.0,Male,No,0,3192,white
2685,Bachelors,2016,Bangalore,2,32.0,Female,No,4,2685,black
3627,Bachelors,2012,Bangalore,3,42.0,Male,No,4,3627,white
697,Masters,2017,Pune,2,27.0,Female,No,4,697,white
1217,Masters,2017,New Delhi,3,25.0,Female,No,2,1217,white
1885,Bachelors,2012,Bangalore,3,25.0,Male,Yes,2,1885,white
3827,Bachelors,2017,Pune,3,34.0,Male,No,1,3827,white
987,Bachelors,2013,Pune,3,27.0,Male,No,4,987,black
326,Bachelors,2018,Pune,3,27.0,Male,Yes,3,326,white
2047,Bachelors,2016,New Delhi,3,29.0,Female,No,2,2047,white
3415,Bachelors,2017,Pune,2,35.0,Male,No,1,3415,white
3180,Bachelors,2014,Bangalore,3,42.0,Female,No,3,3180,white
1179,Bachelors,2014,New Delhi,3,28.0,Female,No,4,1179,white
1707,Masters,2017,Bangalore,2,27.0,Male,No,4,1707,white
1554,Bachelors,2018,Bangalore,3,26.0,Female,No,2,1554,white
2154,Bachelors,2012,Bangalore,1,29.0,Female,No,5,2154,white
667,Bachelors,2015,Bangalore,1,26.0,Male,No,3,667,white
3972,Bachelors,2017,New Delhi,2,35.0,Male,No,6,3972,white
873,Masters,2012,New Delhi,3,28.0,Male,No,4,873,white
2423,Bachelors,2012,Bangalore,3,27.0,Male,No,4,2423,black
56,Bachelors,2016,Bangalore,3,40.0,Male,No,2,56,white
3694,Bachelors,2015,Pune,3,32.0,Male,No,1,3694,white
1053,Bachelors,2013,Bangalore,3,27.0,Female,No,3,1053,white
2528,Bachelors,2017,Bangalore,3,29.0,Male,No,5,2528,white
3034,Bachelors,2013,Pune,3,41.0,Male,No,5,3034,white
2644,Bachelors,2017,Pune,2,29.0,Male,No,5,2644,white
1502,Bachelors,2015,Bangalore,3,28.0,Male,No,5,1502,white
3420,Bachelors,2012,Bangalore,3,34.0,Female,No,2,3420,white
703,Masters,2017,Pune,2,26.0,Male,No,2,703,white
2768,Masters,2013,New Delhi,2,28.0,Male,No,4,2768,white
3557,PHD,2015,Bangalore,3,33.0,Male,No,3,3557,white
3409,Bachelors,2015,New Delhi,3,34.0,Male,No,1,3409,white
2519,PHD,2015,Pune,2,32.0,Female,No,4,2519,white
3434,Bachelors,2013,Pune,3,33.0,Male,Yes,5,3434,white
16,Bachelors,2014,Bangalore,3,36.0,Female,No,2,16,white
1434,Bachelors,2015,Bangalore,3,29.0,Female,No,5,1434,white
3989,Bachelors,2015,Pune,2,43.0,Female,No,7,3989,white
2123,Bachelors,2012,Pune,2,29.0,Male,No,2,2123,white
134,Masters,2017,New Delhi,2,25.0,Male,No,2,134,white
1,Bachelors,2013,Pune,1,,,No,3,1,white
2810,Bachelors,2014,Pune,2,31.0,Female,No,1,2810,white
437,Masters,2012,Pune,3,29.0,Male,No,5,437,white
3634,Bachelors,2017,Bangalore,3,34.0,Male,No,2,3634,white
4522,Bachelors,2012,Bangalore,3,38.0,Female,No,1,4522,black
2367,Masters,2013,New Delhi,3,27.0,Male,No,4,2367,white
4309,PHD,2017,Bangalore,3,28.0,Male,No,5,4309,white
3758,Bachelors,2014,Pune,2,36.0,Female,Yes,1,3758,yellow
444,Bachelors,2017,Bangalore,3,29.0,Male,No,1,444,white
2979,Bachelors,2015,Pune,2,28.0,Female,Yes,4,2979,black
4508,Bachelors,2017,Pune,2,24.0,Female,No,1,4508,white
4416,Bachelors,2017,Bangalore,3,34.0,Female,No,3,4416,white
2566,Bachelors,2013,Bangalore,3,27.0,Female,No,4,2566,white
2737,Bachelors,2018,Pune,3,30.0,Male,Yes,3,2737,white
3239,Bachelors,2016,Bangalore,3,38.0,Male,No,0,3239,black
2747,Bachelors,2012,Bangalore,3,27.0,Female,No,4,2747,white
1345,Bachelors,2014,Bangalore,3,28.0,Male,No,5,1345,black
567,PHD,2017,New Delhi,3,28.0,Male,No,5,567,black
2256,Masters,2016,New Delhi,3,29.0,Male,Yes,5,2256,white
3323,Bachelors,2013,Bangalore,3,41.0,Male,No,1,3323,white
2426,Bachelors,2013,New Delhi,3,27.0,Male,No,4,2426,white
1191,Bachelors,2017,New Delhi,2,26.0,Male,No,3,1191,black
4473,PHD,2015,Pune,2,37.0,Female,No,0,4473,black
4651,Bachelors,2012,Bangalore,3,32.0,Male,Yes,2,4651,white
1086,Bachelors,2016,Bangalore,3,28.0,Male,No,4,1086,white
425,PHD,2018,New Delhi,3,27.0,Male,No,3,425,white
3030,Masters,2017,New Delhi,2,33.0,Female,No,0,3030,white
1113,Bachelors,2018,Bangalore,3,26.0,Male,No,2,1113,white
274,Bachelors,2018,Bangalore,3,29.0,Female,Yes,1,274,white
4088,Bachelors,2016,Bangalore,3,35.0,Female,No,4,4088,white
1180,Bachelors,2015,Pune,2,29.0,Female,No,3,1180,white
1465,Bachelors,2012,Bangalore,1,29.0,Male,No,5,1465,white
3666,Bachelors,2013,Bangalore,3,37.0,Male,Yes,1,3666,white
2488,Bachelors,2013,Pune,3,28.0,Female,No,5,2488,white
2462,Bachelors,2015,Pune,3,29.0,Male,No,1,2462,white
2523,Masters,2017,Pune,2,32.0,Male,No,0,2523,black
1698,Bachelors,2014,Pune,3,29.0,Female,No,2,1698,white
3064,Bachelors,2016,New Delhi,3,33.0,Female,No,4,3064,black
3624,Masters,2017,Pune,1,41.0,Male,No,0,3624,black
1535,Bachelors,2015,Pune,2,27.0,Female,Yes,3,1535,white
3817,Bachelors,2012,Pune,3,42.0,Male,No,3,3817,white
1007,Masters,2013,New Delhi,3,28.0,Male,No,5,1007,white
4568,Masters,2017,New Delhi,2,40.0,Female,No,4,4568,white
2695,Bachelors,2016,Bangalore,3,28.0,Male,No,4,2695,white
4273,Bachelors,2015,Pune,3,33.0,Male,No,0,4273,white
3835,Bachelors,2014,Pune,2,38.0,Female,No,3,3835,white
2569,Bachelors,2016,Bangalore,3,28.0,Male,Yes,5,2569,white
2765,Bachelors,2013,Pune,3,30.0,Male,No,5,2765,white
3762,Bachelors,2015,Bangalore,3,35.0,Male,No,2,3762,white
1154,Bachelors,2014,Bangalore,3,25.0,Male,No,2,1154,black
938,Masters,2017,Bangalore,2,29.0,Male,Yes,2,938,white
4566,Bachelors,2014,Bangalore,3,25.0,Male,No,2,4566,black
3895,Bachelors,2014,Pune,3,42.0,Male,No,4,3895,white
4009,Bachelors,2012,Bangalore,1,30.0,Female,Yes,1,4009,yellow
870,Bachelors,2012,New Delhi,3,28.0,Female,Yes,4,870,black
1497,Bachelors,2012,Bangalore,3,26.0,Male,No,3,1497,white
1137,Bachelors,2012,Pune,3,29.0,Male,No,4,1137,white
865,Masters,2017,Pune,2,27.0,Male,No,4,865,black
767,Bachelors,2018,Bangalore,3,28.0,Male,No,4,767,white
1953,Masters,2015,Bangalore,3,29.0,Male,No,5,1953,white
4509,Bachelors,2013,Bangalore,3,36.0,Female,No,4,4509,white
2237,Bachelors,2015,Bangalore,3,31.0,Male,No,1,2237,white
4487,Masters,2017,New Delhi,3,36.0,Male,No,1,4487,white
1204,Bachelors,2012,Bangalore,3,26.0,Male,No,2,1204,white
179,Bachelors,2012,Bangalore,3,28.0,Male,No,5,179,white
4620,Bachelors,2015,Pune,2,39.0,Female,No,4,4620,black
1121,Bachelors,2015,Pune,2,29.0,Female,No,2,1121,black
1778,Bachelors,2015,Bangalore,3,29.0,Female,No,5,1778,white
2902,Bachelors,2018,Bangalore,3,30.0,Female,No,3,2902,black
1961,Bachelors,2013,Bangalore,3,29.0,Male,No,0,1961,black
4484,Masters,2018,New Delhi,3,28.0,Female,Yes,5,4484,white
3473,Bachelors,2015,New Delhi,2,34.0,Female,No,4,3473,white
3776,Bachelors,2015,Pune,3,34.0,Male,No,5,3776,white
863,Bachelors,2013,Pune,3,28.0,Male,No,4,863,white
4483,Bachelors,2014,Bangalore,3,36.0,Male,No,5,4483,white
2722,Bachelors,2017,Bangalore,3,32.0,Female,No,5,2722,black
1616,Masters,2017,New Delhi,3,30.0,Male,No,2,1616,black
345,Bachelors,2017,New Delhi,2,28.0,Male,No,5,345,white
1299,Bachelors,2013,Pune,3,30.0,Female,Yes,3,1299,white
1274,Bachelors,2014,Bangalore,3,27.0,Male,No,3,1274,black
3892,Bachelors,2016,Bangalore,3,41.0,Male,Yes,1,3892,black
1319,Bachelors,2016,Bangalore,3,29.0,Female,No,4,1319,yellow
3708,Masters,2017,Bangalore,1,35.0,Male,No,1,3708,white
50,PHD,2017,New Delhi,3,36.0,Male,No,2,50,white
3347,Bachelors,2017,Pune,3,42.0,Female,No,1,3347,white
4000,Bachelors,2012,Bangalore,3,26.0,Female,No,3,4000,white
3910,Bachelors,2013,Bangalore,3,32.0,Female,No,1,3910,white
968,Bachelors,2013,Pune,2,26.0,Female,No,3,968,white
2310,Bachelors,2013,Pune,3,30.0,Male,No,2,2310,white
120,Bachelors,2012,Bangalore,1,30.0,Female,No,3,120,white
4325,Bachelors,2015,Bangalore,3,23.0,Male,Yes,0,4325,white
1316,Bachelors,2012,Bangalore,3,29.0,Female,Yes,5,1316,black
4011,Bachelors,2013,Bangalore,3,25.0,Male,Yes,1,4011,white
1967,Masters,2017,New Delhi,2,25.0,Male,No,2,1967,white
2267,Masters,2012,Pune,3,31.0,Male,No,1,2267,black
2315,Masters,2018,Pune,3,28.0,Male,No,4,2315,white
1392,Bachelors,2015,Pune,2,26.0,Female,No,3,1392,white
1216,Masters,2017,Bangalore,2,29.0,Male,No,2,1216,white
843,Masters,2017,New Delhi,2,29.0,Female,No,5,843,black
2338,Masters,2017,Bangalore,3,28.0,Male,No,4,2338,white
2740,Masters,2018,Bangalore,3,29.0,Male,Yes,5,2740,white
4049,Bachelors,2014,Pune,3,29.0,Male,No,5,4049,white
2745,Bachelors,2017,New Delhi,2,28.0,Male,No,4,2745,white
1285,Bachelors,2015,Pune,2,27.0,Female,No,4,1285,yellow
1994,Bachelors,2016,Pune,3,27.0,Male,No,4,1994,white
478,Masters,2017,Pune,3,26.0,Female,Yes,3,478,yellow
3461,Bachelors,2016,Bangalore,3,39.0,Male,No,0,3461,white
3950,Bachelors,2014,Pune,3,35.0,Male,No,4,3950,white
2764,Bachelors,2016,New Delhi,3,30.0,Female,Yes,2,2764,white
4395,Bachelors,2015,New Delhi,3,33.0,Female,No,0,4395,white
1570,Bachelors,2013,Bangalore,1,25.0,Male,No,2,1570,white
74,Masters,2017,New Delhi,2,27.0,Female,No,3,74,black
1210,Bachelors,2013,Pune,3,29.0,Male,Yes,5,1210,white
574,Bachelors,2018,Bangalore,3,28.0,Male,No,5,574,black
3324,Masters,2017,Pune,3,32.0,Male,No,3,3324,white
1456,Bachelors,2012,Bangalore,3,28.0,Male,No,5,1456,white
4368,Bachelors,2016,Bangalore,3,34.0,Male,No,0,4368,white
1803,Bachelors,2016,Bangalore,3,27.0,Female,No,4,1803,white
3668,Bachelors,2012,Bangalore,3,34.0,Female,No,4,3668,white
2821,Bachelors,2012,Bangalore,3,30.0,Female,No,4,2821,white
2509,Bachelors,2012,Bangalore,3,31.0,Female,No,4,2509,black
1035,Masters,2017,New Delhi,3,25.0,Male,No,2,1035,white
1789,Bachelors,2015,Bangalore,3,29.0,Male,No,5,1789,white
1875,Bachelors,2015,Pune,3,27.0,Male,No,4,1875,white
2365,Bachelors,2014,Bangalore,1,30.0,Female,No,2,2365,white
963,Bachelors,2014,Pune,3,26.0,Male,No,3,963,white
654,Bachelors,2015,Pune,3,26.0,Male,No,2,654,black
1020,Bachelors,2012,Bangalore,3,30.0,Female,No,2,1020,white
4302,Masters,2013,New Delhi,3,33.0,Male,No,2,4302,white
3806,Bachelors,2012,Bangalore,3,41.0,Male,Yes,2,3806,white
4066,Bachelors,2012,Bangalore,3,38.0,Male,No,4,4066,white
3740,Bachelors,2016,Bangalore,3,41.0,Male,No,4,3740,white
1233,Bachelors,2017,Bangalore,3,29.0,Female,No,5,1233,white
2339,Bachelors,2012,New Delhi,3,28.0,Female,No,5,2339,black
4384,Bachelors,2014,Bangalore,3,32.0,Male,No,0,4384,white
3003,Bachelors,2017,New Delhi,2,34.0,Male,No,0,3003,black
3330,Bachelors,2014,Pune,2,41.0,Female,No,5,3330,black
2309,Masters,2017,Pune,2,32.0,Male,No,1,2309,white
1203,Masters,2017,Pune,2,29.0,Female,No,5,1203,black
4007,Bachelors,2015,Bangalore,3,33.0,Male,No,1,4007,white
901,Bachelors,2017,Pune,3,26.0,Male,No,2,901,white
3718,Bachelors,2012,Bangalore,3,39.0,Male,Yes,0,3718,white
2561,Bachelors,2013,Bangalore,3,28.0,Male,No,5,2561,black
3384,Bachelors,2017,Bangalore,3,33.0,Male,No,2,3384,white
440,Bachelors,2017,Bangalore,3,29.0,Male,No,5,440,white
2669,PHD,2015,New Delhi,3,29.0,Female,No,5,2669,white
3232,Bachelors,2016,Bangalore,3,37.0,Female,No,0,3232,black
983,Bachelors,2013,Bangalore,3,26.0,Male,No,2,983,white
2704,Bachelors,2015,Pune,2,28.0,Female,Yes,5,2704,yellow
1880,Bachelors,2017,Bangalore,3,28.0,Female,No,4,1880,black
3448,Bachelors,2014,Bangalore,3,37.0,Female,No,4,3448,white
205,Bachelors,2015,Pune,2,28.0,Female,No,4,205,white
4555,Bachelors,2015,New Delhi,3,25.0,Female,No,1,4555,white
3360,Bachelors,2014,Bangalore,3,42.0,Female,No,0,3360,black
2104,Bachelors,2012,Bangalore,3,30.0,Male,No,2,2104,yellow
3756,Bachelors,2017,Pune,2,36.0,Female,No,3,3756,white
1408,Bachelors,2012,Bangalore,1,29.0,Male,No,5,1408,black
500,Bachelors,2015,New Delhi,3,27.0,Male,No,3,500,white
4545,Bachelors,2015,Bangalore,3,40.0,Female,No,2,4545,white
2061,Bachelors,2017,Bangalore,3,30.0,Female,No,2,2061,white
3303,Bachelors,2012,Bangalore,3,39.0,Male,No,2,3303,black
531,Masters,2018,New Delhi,3,26.0,Male,No,3,531,white
2473,Bachelors,2015,Pune,2,27.0,Female,No,4,2473,white
3722,Bachelors,2018,Pune,2,39.0,Female,No,0,3722,white
741,Bachelors,2017,Bangalore,3,27.0,Female,No,3,741,black
4224,Bachelors,2014,Bangalore,3,29.0,Female,No,5,4224,white
979,Bachelors,2016,Bangalore,1,28.0,Female,No,5,979,white
1334,Bachelors,2014,Bangalore,3,26.0,Male,No,2,1334,white
589,Bachelors,2012,Bangalore,3,26.0,Male,No,3,589,black
2285,Masters,2017,Bangalore,3,28.0,Male,No,5,2285,white
1904,Bachelors,2014,Pune,3,27.0,Male,No,3,1904,white
3308,Bachelors,2015,Pune,2,39.0,Female,No,3,3308,white
1450,Bachelors,2018,Bangalore,3,26.0,Male,No,2,1450,black
4196,Bachelors,2016,Bangalore,3,33.0,Male,No,4,4196,white
1173,Bachelors,2012,Bangalore,3,29.0,Female,No,5,1173,white
3653,Masters,2017,New Delhi,2,42.0,Male,No,4,3653,white
605,Masters,2015,Pune,2,29.0,Female,No,3,605,white
1785,Bachelors,2014,Pune,1,29.0,Female,No,3,1785,white
175,Bachelors,2016,Bangalore,3,28.0,Male,No,4,175,white
4406,Bachelors,2017,New Delhi,3,27.0,Male,No,4,4406,white
3082,Bachelors,2015,Pune,2,36.0,Female,Yes,4,3082,black
1213,Bachelors,2014,Bangalore,3,28.0,Male,No,5,1213,white
1783,Bachelors,2013,Pune,3,29.0,Male,No,0,1783,white
1480,Bachelors,2015,Pune,2,29.0,Female,No,5,1480,white
1548,Bachelors,2018,Bangalore,3,28.0,Male,No,4,1548,white
3482,Bachelors,2017,Pune,2,35.0,Female,No,4,3482,black
412,Bachelors,2017,Pune,3,26.0,Male,No,3,412,white
1390,Bachelors,2012,Bangalore,3,28.0,Male,No,5,1390,white
1341,Bachelors,2013,Bangalore,3,29.0,Male,No,5,1341,white
4618,Masters,2017,New Delhi,3,39.0,Female,No,2,4618,black
2077,Bachelors,2017,Bangalore,3,28.0,Female,No,5,2077,white
3743,Bachelors,2015,Bangalore,3,35.0,Male,No,0,3743,black
1410,Bachelors,2016,Bangalore,3,25.0,Female,No,2,1410,white
2200,Bachelors,2014,Bangalore,3,29.0,Male,No,1,2200,white
